Unit No	"Type (1,11)"	Weight(ton)	Len(ft)	Axles(n)	aRes	bRes	cRes	eInit(Mwh)	teMax (kips)	ptMax (kw)	catMax (kw)	batMax (kw)	auxMax (kw)	rbMax (kw)	dbMax (kw)
43	12	31.7	3.8	4	112.87386587358047	0.042933424734119006	0.0005234705515476199	0	0	0	0	0	0	0	0
44	12	135.8	4.1	4	109.74654587520713	0.047128376799432464	0.0005023582627070749	0	0	0	0	0	0	0	0
45	11	99.6	3.9	4	154.18664382419567	0.04350412549622136	0.0005156864776611398	0	0	0	0	0	0	0	0
46	12	34.7	4.1	4	111.78217471195377	0.04711203610612053	0.0005493033113973208	0	0	0	0	0	0	0	0
47	11	20.6	4	4	147.51875663155295	0.04180564610241389	0.0005084661692302436	0	0	0	0	0	0	0	0
48	11	111.2	4.2	4	152.7278309952793	0.043244442506574145	0.0004708726586916649	0	0	0	0	0	0	0	0
49	13	19.8	4.4	4	107.42547336530696	0.047863881536090905	0.0004315670309480664	0	0	0	0	0	0	0	0
50	11	21.6	4.3	4	173.40819978939538	0.04167659689218082	0.000489886556517014	0	0	0	0	0	0	0	0
51	11	118.4	4.3	4	168.26206576460743	0.04175029175668567	0.0004616128749036334	0	0	0	0	0	0	0	0
52	13	152.6	4.3	4	110.48978819585938	0.04901135062254601	0.00044800579297074887	0	0	0	0	0	0	0	0
53	13	22.5	4.2	4	107.36330576747739	0.04126576046453807	0.0004057795566071919	0	0	0	0	0	0	0	0
54	11	110.4	4.4	4	153.32743173217017	0.04257542282289975	0.0005411033078848808	0	0	0	0	0	0	0	0
55	11	24.6	3.6	4	164.29309888859285	0.04346536564197249	0.0005312377262161754	0	0	0	0	0	0	0	0
56	6	199.4	75.3	4	114.42464707873575	0.03240389963785787	0.0022014286038282206	1.07	113.4	3563.03	3190.65	999.69	1030.49	2432.7	2635.7
57	6	227.6	77.4	4	127.49714731594503	0.03263521627574488	0.0026367393025244342	0.9	97.6	3403.14	3027.55	1040.11	1015.11	2540.1	2339.3
58	7	91.5	75	4	82.89903524333525	0.0487881057673066	0.0004739757683560109	0.94	45.3	0	0	953.09	0	958.4	0
59	7	108.7	79.3	4	95.59461591686043	0.04661110517681001	0.0004893090639202708	1.02	49.5	0	0	1089.87	0	952.7	0
