Unit No	"Type (1,11)"	Weight(ton)	Len(ft)	Axles(n)	aRes	bRes	cRes	eInit(Mwh)	teMax (kips)	ptMax (kw)	catMax (kw)	batMax (kw)	auxMax (kw)	rbMax (kw)	dbMax (kw)
39	11	116.7	4.1	4	154.6102977953616	0.04836920964227326	0.00047069580822908135	0	0	0	0	0	0	0	0
40	11	20.8	3.6	4	172.2467235481753	0.04274105444959047	0.0005353982024244967	0	0	0	0	0	0	0	0
41	11	23.8	4	4	158.3448036433819	0.04188155775132425	0.0005300259429765181	0	0	0	0	0	0	0	0
42	11	99.5	3.7	4	172.03979755159463	0.042299794722794395	0.00046308269381730593	0	0	0	0	0	0	0	0
43	12	32.9	4.1	4	102.58919990519824	0.04770758328285293	0.0004608330997439505	0	0	0	0	0	0	0	0
44	12	155.9	3.7	4	107.29688199584011	0.04167523676861987	0.0005429958073602171	0	0	0	0	0	0	0	0
45	11	99.9	4.3	4	164.96912511647957	0.04613838577659477	0.0004655672361586375	0	0	0	0	0	0	0	0
46	12	132.2	3.9	4	99.40747248400041	0.044043154996503124	0.0004899272097185039	0	0	0	0	0	0	0	0
47	11	21.8	3.9	4	167.8708042102043	0.04500460323677323	0.0004800563189533746	0	0	0	0	0	0	0	0
48	11	111.1	4.2	4	157.89444382750509	0.04222038130955298	0.0005180757761571192	0	0	0	0	0	0	0	0
49	13	130.3	4	4	114.9183329932377	0.04712918185148219	0.00045979168979504295	0	0	0	0	0	0	0	0
50	11	22.6	4	4	175.47622002601133	0.04525634755063275	0.00046020061114516417	0	0	0	0	0	0	0	0
51	11	22.3	4.2	4	157.05767971338514	0.04885240108324291	0.0004704023313855482	0	0	0	0	0	0	0	0
52	11	112.5	3.8	4	156.29840725593846	0.04503819065329911	0.0004705212945484994	0	0	0	0	0	0	0	0
53	11	24.5	4	4	166.73365399148332	0.04708657527986618	0.0005111093041051194	0	0	0	0	0	0	0	0
54	3	195	79.3	6	114.01889424674638	0.027118638579845034	0.002624193036793655	0.93	98	3182.06	3170.04	973.68	1024.82	2707.5	2443.2
55	3	207.1	78.7	6	112.54850684378164	0.03214463830843131	0.002308128937934758	1.08	117.7	3023.37	3608.71	1025.51	1087.52	2550.8	2502.1
56	3	207.3	72.5	6	128.42808706134514	0.030537672359482904	0.0022625233615957904	0.96	111.1	3595.13	3457.99	1039.74	934.28	2471	2618.9
57	7	106.7	72.7	4	85.25095727426023	0.04147658916912663	0.0004658906421180094	0.94	52.1	0	0	909.41	0	1071.7	0
58	7	94.6	76.8	4	98.96998394417422	0.04503889751179495	0.0005223284304974734	0.95	47.5	0	0	1009.89	0	1042.8	0
59	7	97	75.9	4	81.54836495593356	0.045416528716623855	0.0004608845818606868	0.93	54.8	0	0	1091.58	0	1048.9	0
60	7	95.3	68.4	4	86.75060134843696	0.042712697604124474	0.0005486530010645795	1.03	52.4	0	0	925.37	0	939	0
61	12	150.5	3.6	4	105.88858452456012	0.04123406312658108	0.0004527567070881656	0	0	0	0	0	0	0	0
62	11	20.7	4.3	4	149.8202613165936	0.04129298102180414	0.00048104384387544	0	0	0	0	0	0	0	0
63	11	20.8	3.9	4	175.64431951621597	0.04299743489199656	0.0005467431479168557	0	0	0	0	0	0	0	0
64	13	136	3.8	4	97.08507313873034	0.0490118828479314	0.0003913888260101819	0	0	0	0	0	0	0	0
65	11	24.3	4	4	163.74811615844237	0.04933613784522203	0.0004659593020716236	0	0	0	0	0	0	0	0
66	11	111.5	3.9	4	173.1815153907999	0.04514390904039234	0.000463749606459825	0	0	0	0	0	0	0	0
67	13	19.9	4.3	4	94.51540238934004	0.04699075782173715	0.00038292682702415783	0	0	0	0	0	0	0	0
68	13	139.3	4.2	4	109.4965248711261	0.04434605077095743	0.00038606262229909567	0	0	0	0	0	0	0	0
69	11	24.5	4	4	144.67094915106856	0.047578907012600105	0.0005393127761831471	0	0	0	0	0	0	0	0
70	11	118.3	4.2	4	150.31564093950766	0.04105539673372737	0.000503903445198471	0	0	0	0	0	0	0	0
71	14	136.3	3.6	4	108.26527735730933	0.046199922125841154	0.0005300614559200647	0	0	0	0	0	0	0	0
72	14	41.6	4.2	4	109.09838176106125	0.046985524064535183	0.000546205763047228	0	0	0	0	0	0	0	0
73	11	22.8	3.7	4	165.30506352834317	0.04460238904343991	0.0004590204575276506	0	0	0	0	0	0	0	0
74	11	109.7	3.7	4	173.30217151919922	0.047359320271961096	0.0004600424344249331	0	0	0	0	0	0	0	0
75	11	20.6	3.6	4	146.13543197792637	0.04524341285808557	0.00047744719858362734	0	0	0	0	0	0	0	0
76	11	103.4	3.9	4	172.0705821804347	0.04427715908196267	0.00045803928851511467	0	0	0	0	0	0	0	0
77	11	23	4.3	4	171.4575175937998	0.046808742219522026	0.000525307259957942	0	0	0	0	0	0	0	0
78	11	118.7	3.6	4	160.50216866321276	0.044417011721477	0.000527741314156637	0	0	0	0	0	0	0	0
79	11	103.1	4.1	4	158.31814692657264	0.044084274639551134	0.0005133131877022056	0	0	0	0	0	0	0	0
80	11	109.8	4.1	4	158.2723024768396	0.040905340872578556	0.0005006679776322833	0	0	0	0	0	0	0	0
81	11	107.2	4	4	152.2056348228369	0.0460834239284819	0.00045884377397690184	0	0	0	0	0	0	0	0
82	11	22.6	4.3	4	147.79026543946094	0.043349749512382255	0.0005170035591771736	0	0	0	0	0	0	0	0
83	11	110.5	4	4	144.73647624975632	0.04754986201865475	0.0005473587397040724	0	0	0	0	0	0	0	0
84	11	106	4.2	4	147.14758971786696	0.04531964377452686	0.0004655668794935794	0	0	0	0	0	0	0	0
85	11	117.7	3.7	4	146.87713388729105	0.047893859172955335	0.0005220494274181483	0	0	0	0	0	0	0	0
86	11	112.2	3.8	4	166.9597117112936	0.042818057319374304	0.0005079811853110776	0	0	0	0	0	0	0	0
87	11	100.8	4	4	164.11713450964572	0.043167310557696334	0.0004877420185168616	0	0	0	0	0	0	0	0
88	12	141.7	3.9	4	95.00392100371803	0.044258815366623475	0.00045270018635544735	0	0	0	0	0	0	0	0
89	12	151.8	4.1	4	103.45659086437198	0.0408097484256431	0.00046328426618855986	0	0	0	0	0	0	0	0
90	11	107.8	4	4	145.6099954129745	0.04500335189808663	0.0005146514114011071	0	0	0	0	0	0	0	0
91	12	148.9	3.7	4	107.7784607701144	0.045680510708229635	0.0005392655188171919	0	0	0	0	0	0	0	0
92	12	36	4.4	4	109.36387338087657	0.043868861478422616	0.0004884289728076227	0	0	0	0	0	0	0	0
93	11	100.3	3.8	4	166.35006413599962	0.049149036134401344	0.0004939512061791181	0	0	0	0	0	0	0	0
94	11	99.3	3.8	4	165.98480410366207	0.04301619966843575	0.0004670961611129184	0	0	0	0	0	0	0	0
95	11	110.6	3.7	4	170.04145336372883	0.04557154230582997	0.0005123458342983702	0	0	0	0	0	0	0	0
96	11	116.7	4	4	160.10242087249998	0.04384663402709862	0.0005469720067697706	0	0	0	0	0	0	0	0
97	11	100.7	4.4	4	167.49369601280932	0.04502490531588773	0.00046483886373224005	0	0	0	0	0	0	0	0
98	11	20.9	4.2	4	156.2872731199046	0.043104842327083275	0.0004643848328857368	0	0	0	0	0	0	0	0
99	11	112.5	3.7	4	161.23263062969687	0.04527535211231456	0.0005462111579570658	0	0	0	0	0	0	0	0
100	11	21	3.9	4	170.1183964220459	0.048038951337927654	0.0005125427775147465	0	0	0	0	0	0	0	0
101	11	22	4.2	4	162.40636713955567	0.04428088110852151	0.0005021429511681044	0	0	0	0	0	0	0	0
102	11	109.2	3.8	4	157.87424080837312	0.04721048902275623	0.0005484902477415294	0	0	0	0	0	0	0	0
103	11	106	3.7	4	168.5169557773752	0.043909890270464165	0.0005350690692713248	0	0	0	0	0	0	0	0
104	11	24.6	4.3	4	158.96913538190833	0.04467736722647495	0.0005491231698832186	0	0	0	0	0	0	0	0
105	11	114.5	4.3	4	167.59203729606924	0.042251300973152967	0.0005434769075740226	0	0	0	0	0	0	0	0
106	11	23.4	3.9	4	159.09405606654258	0.04200519218662784	0.0004596272652422354	0	0	0	0	0	0	0	0
107	12	131	4	4	105.94681004023465	0.04355930317256478	0.0005382844840125669	0	0	0	0	0	0	0	0
108	12	150.9	4	4	110.61719244986357	0.04820562655992589	0.0005095504352592886	0	0	0	0	0	0	0	0
109	11	21.5	4.2	4	157.29581110693744	0.047375046700372486	0.0005174166273981029	0	0	0	0	0	0	0	0
110	12	139.6	3.7	4	111.1063121867881	0.04563379625438156	0.0005114570588575683	0	0	0	0	0	0	0	0
111	11	21.3	4.3	4	159.31569179997626	0.048699383207083634	0.0004972429906632276	0	0	0	0	0	0	0	0
112	11	112.8	3.9	4	153.56146606424937	0.043166652618374116	0.0005156474783115769	0	0	0	0	0	0	0	0
113	11	23.6	3.8	4	145.0420136578951	0.04398116021545954	0.0004638769556520951	0	0	0	0	0	0	0	0
114	3	197.3	68.3	6	125.99412684954238	0.03073616404257646	0.002164065261779128	1.08	116	3156.93	2978.05	975.78	921.31	2560.8	2747
115	3	227.6	70.8	6	128.96940934933139	0.03144763410162587	0.002370229464731057	1.04	116.7	3066.12	3175.99	1098.59	993.74	2589.2	2636
116	7	90.9	83	4	96.18591342792557	0.044868625333463266	0.0005063538444957692	1.02	46.7	0	0	1075.53	0	964.3	0
117	7	106.7	75.5	4	89.45778286004199	0.04243099815499138	0.0004591223935031698	0.93	47.4	0	0	1026.8	0	1065.6	0
118	7	92	75.9	4	98.41315890036378	0.04225786114827249	0.0005160683287124231	1.02	45.7	0	0	1010.01	0	992.1	0
