Unit No	"Type (1,11)"	Weight(ton)	Len(ft)	Axles(n)	aRes	bRes	cRes	eInit(Mwh)	teMax (kips)	ptMax (kw)	catMax (kw)	batMax (kw)	auxMax (kw)	rbMax (kw)	dbMax (kw)
52	1	198.3	73.7	6	115.29061883407016	0.027240858292383447	0.0025017320137367014	185.57	111.5	2379.71	0	0	2210.23	0	2498.9
53	1	234	73.8	6	108.84749490169109	0.030530507312166204	0.0022449862987780956	188.7	114.9	2550.4	0	0	2643.03	0	2293.6
54	12	32.5	3.9	4	98.14013559936674	0.04319308406414396	0.0005249331613143396	0	0	0	0	0	0	0	0
55	11	110.2	3.7	4	172.27191620407814	0.04323264271188382	0.00048086203495795475	0	0	0	0	0	0	0	0
56	11	107.3	4.1	4	168.80274250778137	0.04460443957062786	0.0004648259281978645	0	0	0	0	0	0	0	0
57	13	21.3	4.2	4	110.371219153034	0.041795243480521826	0.00038739087637717226	0	0	0	0	0	0	0	0
58	11	108.1	3.7	4	167.39583195228022	0.04370678810986208	0.00047075533004052177	0	0	0	0	0	0	0	0
59	11	113.9	3.9	4	162.4793322677558	0.04464652116669534	0.0004869600836734489	0	0	0	0	0	0	0	0
60	13	20.2	4.3	4	114.79257560152152	0.04324558578138769	0.0003984214695425322	0	0	0	0	0	0	0	0
61	13	142.7	3.9	4	112.34752906684236	0.04435462317837061	0.00043262863065961075	0	0	0	0	0	0	0	0
62	11	99.7	4.2	4	168.9608011474902	0.04275385370148586	0.0005342711279070531	0	0	0	0	0	0	0	0
63	11	119.2	4.2	4	163.37510651442517	0.04902914374620774	0.00045609734756739433	0	0	0	0	0	0	0	0
64	14	150.7	4	4	120.65458136051352	0.04650506943580023	0.0004990055726143938	0	0	0	0	0	0	0	0
65	14	139.9	3.9	4	109.74013359207974	0.04334406672575978	0.0005470644947332618	0	0	0	0	0	0	0	0
66	11	111.2	4.2	4	175.02071697099348	0.04700952065010294	0.000496668569795975	0	0	0	0	0	0	0	0
67	11	21.9	3.8	4	164.6773802757512	0.04180951360823495	0.0005220945533153743	0	0	0	0	0	0	0	0
68	11	114	4.3	4	174.1852506369321	0.04499104375206203	0.00047458004273577493	0	0	0	0	0	0	0	0
69	11	24.7	3.7	4	145.6399676239642	0.0452545555358406	0.0004714625827173888	0	0	0	0	0	0	0	0
70	11	116.2	3.6	4	153.28209333423905	0.041353417791164054	0.0005268161038985809	0	0	0	0	0	0	0	0
71	11	120.5	4.4	4	166.94707094272073	0.04300716594189589	0.0004710934527415226	0	0	0	0	0	0	0	0
72	11	102	4.2	4	144.2058832946017	0.04187739658852338	0.000496426851639981	0	0	0	0	0	0	0	0
73	11	22.9	4.1	4	161.7590670797904	0.0478674836663934	0.0005497769850572858	0	0	0	0	0	0	0	0
74	11	22.2	3.9	4	150.47541411518583	0.044836351493850075	0.0005458475073738141	0	0	0	0	0	0	0	0
75	11	23.7	4.2	4	162.90142566446121	0.04354914076761167	0.00045607990464568434	0	0	0	0	0	0	0	0
76	11	24.6	4.3	4	153.76173915080912	0.044115499213425	0.0005469538178709815	0	0	0	0	0	0	0	0
77	11	112.5	4.2	4	169.94381567949205	0.044486914058011515	0.000517131985991651	0	0	0	0	0	0	0	0
78	11	23.1	4.3	4	153.3381835041285	0.047847221458231705	0.0004996228702046291	0	0	0	0	0	0	0	0
79	11	22.4	3.7	4	151.13819779524627	0.041294274896320524	0.00047654105206622067	0	0	0	0	0	0	0	0
80	11	22.1	3.8	4	165.23035575052666	0.04591815215565853	0.0005249423442937984	0	0	0	0	0	0	0	0
81	12	145.4	4	4	112.32384454166076	0.04451331435537337	0.0005104082987825513	0	0	0	0	0	0	0	0
82	12	144.4	3.6	4	98.0573677293957	0.04537751187477314	0.0005297627674248545	0	0	0	0	0	0	0	0
83	11	112.7	4	4	171.69423872990396	0.047162674339627654	0.000489394115724793	0	0	0	0	0	0	0	0
84	12	35.7	3.6	4	108.4576497188815	0.04805212264619147	0.0004833624667603841	0	0	0	0	0	0	0	0
85	12	154.3	3.7	4	103.25539694900529	0.04424226308412595	0.00046636896739894073	0	0	0	0	0	0	0	0
86	11	20.5	3.9	4	146.11923653310788	0.04549088848487698	0.000470900342818601	0	0	0	0	0	0	0	0
87	11	112.4	4	4	158.75214036730188	0.0477213603396446	0.0004908874671281287	0	0	0	0	0	0	0	0
88	11	109.3	4.2	4	168.98673682548892	0.04656535004385905	0.0004643158354893337	0	0	0	0	0	0	0	0
89	11	113.5	3.8	4	148.5878465031737	0.04215260774559959	0.0004707999913320524	0	0	0	0	0	0	0	0
90	11	107.1	4.1	4	158.72428143616142	0.04748517067022954	0.0004923453492280419	0	0	0	0	0	0	0	0
91	11	101.5	4.1	4	158.461010593205	0.040599542611143805	0.0005414135028906726	0	0	0	0	0	0	0	0
92	11	23.2	3.6	4	144.80807120268696	0.04442979050091318	0.0004812178276529774	0	0	0	0	0	0	0	0
93	11	23.1	3.9	4	153.84568028256135	0.047415321975489096	0.0004666372069680587	0	0	0	0	0	0	0	0
94	11	114	4	4	171.26412741028471	0.04501039530674129	0.0004926382921753575	0	0	0	0	0	0	0	0
95	11	110.8	4	4	173.07544220881988	0.04836297788570951	0.00047358891580381624	0	0	0	0	0	0	0	0
96	11	22	4	4	169.15252810463983	0.047086244388183256	0.0004915775245876115	0	0	0	0	0	0	0	0
97	11	114.5	4.3	4	160.9387767755146	0.048084373897490866	0.0005107038640336339	0	0	0	0	0	0	0	0
98	11	111.9	3.7	4	151.26250881414845	0.043593300917275576	0.0005391845513004197	0	0	0	0	0	0	0	0
99	11	106.1	4.1	4	162.28245819710438	0.044979699625038436	0.0005343762522827318	0	0	0	0	0	0	0	0
100	12	128.9	4.3	4	113.17564218711296	0.04840451494242694	0.00048428464748109237	0	0	0	0	0	0	0	0
101	12	129.2	4.3	4	95.24248870665339	0.047184027221478755	0.0004643016184102927	0	0	0	0	0	0	0	0
102	11	21.7	3.9	4	154.78985948545497	0.04310214844130099	0.0005190979548238094	0	0	0	0	0	0	0	0
103	12	129.2	3.9	4	114.24478357765727	0.04162997129396503	0.0005203830136276419	0	0	0	0	0	0	0	0
104	11	105.9	4.3	4	166.57018552658232	0.0421073757402691	0.0004800280432555805	0	0	0	0	0	0	0	0
105	11	115.5	4	4	153.1014292829413	0.04686223167341481	0.0004946823425533807	0	0	0	0	0	0	0	0
106	11	20.5	3.9	4	155.14965559630022	0.04462536260171624	0.0005051601530502848	0	0	0	0	0	0	0	0
107	1	210.4	75.4	6	123.9711317050242	0.030163165812172307	0.0025208642366727034	187.05	113	2551.82	0	0	2419.7	0	2255.3
108	1	225.9	74.1	6	121.05174580188869	0.02914690859793883	0.0022186382820136245	188.82	112.5	2198.15	0	0	2411.14	0	2652.5
