Unit No	"Type (1,11)"	Weight(ton)	Len(ft)	Axles(n)	aRes	bRes	cRes	eInit(Mwh)	teMax (kips)	ptMax (kw)	catMax (kw)	batMax (kw)	auxMax (kw)	rbMax (kw)	dbMax (kw)
63	11	106.6	4.1	4	159.67466851545	0.040671988318185116	0.0005412701623292623	0	0	0	0	0	0	0	0
64	13	156.6	3.7	4	115.10050842047718	0.04271981331063193	0.00038387782711705716	0	0	0	0	0	0	0	0
65	11	113.1	4.2	4	165.00909960509495	0.04348270017284529	0.0005328842742628631	0	0	0	0	0	0	0	0
66	11	21.2	3.9	4	156.15417264498672	0.04068599253443148	0.00048183530628893623	0	0	0	0	0	0	0	0
67	13	21.5	4	4	110.05816323227482	0.044789264632582794	0.00044678442403130734	0	0	0	0	0	0	0	0
68	13	152.4	3.7	4	100.05455636656238	0.04377607582307552	0.0004143666913348873	0	0	0	0	0	0	0	0
69	11	24.1	4.3	4	152.59693920893145	0.041006424914839044	0.0005383883336090794	0	0	0	0	0	0	0	0
70	11	21.5	4.1	4	173.86855049741482	0.04072750916392191	0.0004957318034734311	0	0	0	0	0	0	0	0
71	14	154.1	4	4	114.47628012438011	0.047395768770331234	0.00047813347053206557	0	0	0	0	0	0	0	0
72	14	140	4	4	116.44900513978274	0.04356469909040361	0.0005417074346505179	0	0	0	0	0	0	0	0
73	11	20.5	4.2	4	156.3092716247789	0.048369551562206084	0.0004993073967290666	0	0	0	0	0	0	0	0
74	11	116.2	4.1	4	159.385547200296	0.04487102274149215	0.0004513178729639557	0	0	0	0	0	0	0	0
75	11	116.7	4.4	4	171.58624194561162	0.042192345678897986	0.00045917111117775236	0	0	0	0	0	0	0	0
76	11	21.3	4.2	4	154.70123724576848	0.04555240575380511	0.0005458428840015777	0	0	0	0	0	0	0	0
77	11	113.7	4.1	4	147.50591936381602	0.04524690984097565	0.0005196678218546773	0	0	0	0	0	0	0	0
78	11	111.2	4.1	4	163.0251589725097	0.047481811242931465	0.0005118152483683183	0	0	0	0	0	0	0	0
79	11	22.5	4.2	4	173.0019542623724	0.04417532102816428	0.000509852827489637	0	0	0	0	0	0	0	0
80	11	120.8	4.4	4	164.4282596716492	0.04273061812431103	0.00048170192733029357	0	0	0	0	0	0	0	0
81	11	100.8	3.8	4	146.7413615972559	0.04946653344708593	0.0005262802762082368	0	0	0	0	0	0	0	0
82	11	116.1	4.3	4	175.64893108628314	0.04758589378701927	0.0005138771401103383	0	0	0	0	0	0	0	0
83	11	23.7	3.8	4	145.51653160180481	0.04407483857493883	0.0004660284435122369	0	0	0	0	0	0	0	0
84	11	120.9	4.2	4	173.3046814660761	0.0445440265611264	0.0005445642237130009	0	0	0	0	0	0	0	0
85	11	21	4.3	4	159.42870015130114	0.04120210129054981	0.0005053475937900409	0	0	0	0	0	0	0	0
86	11	21.1	3.8	4	157.95683660684332	0.04675524835611007	0.0004545855732799725	0	0	0	0	0	0	0	0
87	11	110.3	3.6	4	175.80730432119677	0.046909377523963805	0.0005350925028461758	0	0	0	0	0	0	0	0
88	12	32.8	4	4	108.01406427378433	0.0456493995863375	0.0005279563070757037	0	0	0	0	0	0	0	0
89	12	128.7	4.2	4	114.89579529246258	0.04389292885460998	0.000530833493466758	0	0	0	0	0	0	0	0
90	11	107.5	4.1	4	171.77708539091384	0.04868645111298665	0.0005236557982036909	0	0	0	0	0	0	0	0
91	12	35.7	3.6	4	113.76039137174637	0.04649698058431765	0.000462860194143499	0	0	0	0	0	0	0	0
92	12	136	3.8	4	108.77226309329262	0.04335698877797493	0.0005234848847673336	0	0	0	0	0	0	0	0
93	11	103.4	3.7	4	163.93212179641932	0.046285017049223436	0.0004940508181884112	0	0	0	0	0	0	0	0
94	11	104.5	4.1	4	170.62846027400386	0.04906387275045172	0.0004938541541083612	0	0	0	0	0	0	0	0
95	11	104	4.4	4	159.035923531071	0.04700324239170358	0.0005133031952412423	0	0	0	0	0	0	0	0
96	11	22.9	3.8	4	155.7949245812099	0.042216132893423325	0.0004746668000797003	0	0	0	0	0	0	0	0
97	11	101.8	3.8	4	156.246008374332	0.04421672684827305	0.0005210384386104761	0	0	0	0	0	0	0	0
98	11	22	4	4	148.33782385315405	0.04129239689679368	0.0004906462712861095	0	0	0	0	0	0	0	0
99	11	108.9	3.9	4	168.75136221978028	0.04482053518151252	0.0005356869238546569	0	0	0	0	0	0	0	0
100	11	101.1	4.2	4	165.90356439036583	0.045840242586685995	0.00045847633336065736	0	0	0	0	0	0	0	0
101	11	24.1	3.8	4	174.49061496226153	0.041624873473270485	0.0004955352391813775	0	0	0	0	0	0	0	0
102	11	22.1	4.1	4	158.67208670163834	0.0489537718921227	0.0005086177746141328	0	0	0	0	0	0	0	0
103	11	102.6	4.2	4	146.93932129069003	0.044116618394583806	0.0004997752218957028	0	0	0	0	0	0	0	0
104	11	102.1	4.1	4	152.06381805827186	0.04701424399809875	0.0004761445469902347	0	0	0	0	0	0	0	0
105	11	24.1	4.2	4	148.2920104537791	0.04102805717560828	0.0004613733682327144	0	0	0	0	0	0	0	0
106	11	116.1	3.8	4	157.26819625389183	0.04942932613181627	0.0005270927449612354	0	0	0	0	0	0	0	0
107	12	142.1	3.9	4	96.40718670214416	0.0478603330090242	0.0004572654364215038	0	0	0	0	0	0	0	0
108	12	33.8	4.2	4	101.37453968696767	0.043381395549890685	0.0004680899304966123	0	0	0	0	0	0	0	0
109	11	99.9	3.9	4	146.8059760557629	0.042501074621382584	0.0005373984281899209	0	0	0	0	0	0	0	0
110	12	35.1	3.7	4	95.38700447220359	0.04472587503884329	0.00046359959603671687	0	0	0	0	0	0	0	0
111	11	107.1	3.6	4	174.65838988196026	0.04066041479368701	0.0005324190551850873	0	0	0	0	0	0	0	0
112	11	114.3	4	4	164.38619377433764	0.04150657512835145	0.00045443962601657376	0	0	0	0	0	0	0	0
113	11	111.2	4.1	4	166.76067568514475	0.04491654632713828	0.0005136053619549347	0	0	0	0	0	0	0	0
114	4	211.4	69.7	6	117.74209852743817	0.029822443892595297	0.002388633260073262	1.08	100.4	3382.88	3404.37	954.99	987.34	2559.7	2318.3
115	4	217.4	76.9	6	110.51440624165372	0.02891091307323846	0.002277292529114085	0.96	114.6	3545.48	3085.68	1029.19	1099.46	2733.3	2540.4
116	7	96.7	83.5	4	84.7777469383575	0.04134468322842461	0.000476323028449498	0.91	51.9	0	0	1008.41	0	1046	0
117	7	102.4	76.1	4	98.7575803270814	0.04558664915782798	0.00048145950513027403	0.94	48.4	0	0	998.24	0	960.2	0
118	7	107.6	78.4	4	89.77279990025337	0.04790389210359609	0.00048732312795044934	0.93	49.7	0	0	941.41	0	1073.3	0
