Unit No	"Type (1,11)"	Weight(ton)	Len(ft)	Axles(n)	aRes	bRes	cRes	eInit(Mwh)	teMax (kips)	ptMax (kw)	catMax (kw)	batMax (kw)	auxMax (kw)	rbMax (kw)	dbMax (kw)
124	13	147.4	4.3	4	98.91640166683104	0.04934365287649283	0.0004368327320972489	0	0	0	0	0	0	0	0
125	11	110.1	4.1	4	159.81484346685784	0.04927418762466219	0.0005486597990358755	0	0	0	0	0	0	0	0
126	11	99.8	4	4	155.2937825846081	0.04883960758800008	0.0005239882214498822	0	0	0	0	0	0	0	0
127	13	154.7	4.1	4	100.69062791929059	0.04307127922450237	0.000385955545568165	0	0	0	0	0	0	0	0
128	11	107.3	3.9	4	153.7267846681124	0.04324514217734555	0.0005331797137276464	0	0	0	0	0	0	0	0
129	11	120.1	3.9	4	163.47878165546277	0.04610696093199541	0.000493799195061962	0	0	0	0	0	0	0	0
130	11	21.1	4.4	4	149.797444594482	0.04315920476813674	0.0005197321655932913	0	0	0	0	0	0	0	0
131	11	23.3	4.4	4	174.09079053316773	0.04896153110624303	0.0005494714244783408	0	0	0	0	0	0	0	0
132	13	145.3	3.6	4	103.1861791947926	0.045385433838863065	0.00040301922120929325	0	0	0	0	0	0	0	0
133	13	155	3.9	4	101.65748851702543	0.046908702483877296	0.00040106965577420186	0	0	0	0	0	0	0	0
134	11	109.3	4	4	147.43918473567413	0.0488405595843846	0.0005323430325180088	0	0	0	0	0	0	0	0
135	12	30.3	4	4	111.87669077052193	0.04760766059182266	0.0004662806197414668	0	0	0	0	0	0	0	0
136	11	23.2	3.9	4	165.67482002321267	0.04334815195999669	0.0004655066183126543	0	0	0	0	0	0	0	0
137	11	103	4	4	163.90331189460903	0.048701050669626926	0.0005344826236352981	0	0	0	0	0	0	0	0
138	13	136.4	4.1	4	96.3541527762949	0.048194916643424957	0.00042212597694419284	0	0	0	0	0	0	0	0
139	11	102.8	4	4	146.52492680224785	0.0452128822670569	0.0004593021252704297	0	0	0	0	0	0	0	0
140	11	119.5	4.2	4	151.04117024680608	0.043380141181371235	0.0005076974115461932	0	0	0	0	0	0	0	0
141	11	21.8	4	4	158.43709923001177	0.04526192738525709	0.0004890574681111157	0	0	0	0	0	0	0	0
142	11	23.3	4	4	156.1606157828145	0.042653744990726786	0.0005282066591080971	0	0	0	0	0	0	0	0
143	13	154.7	4.2	4	108.55280431614118	0.04828136544895788	0.00042346967038287247	0	0	0	0	0	0	0	0
144	13	149.4	4	4	96.21635085189237	0.04856635379725573	0.0004358273158723403	0	0	0	0	0	0	0	0
145	11	115.9	4.3	4	169.65641867167463	0.04142574376289139	0.00048520741387654266	0	0	0	0	0	0	0	0
146	12	129.7	4.1	4	109.14844563395873	0.04373708623394571	0.000471962478563786	0	0	0	0	0	0	0	0
147	11	22.6	3.9	4	148.33985517915923	0.04408292547355375	0.0004573979725796265	0	0	0	0	0	0	0	0
148	11	109.1	3.7	4	170.1841371703641	0.04809013292825768	0.0004903772887175585	0	0	0	0	0	0	0	0
149	13	136.9	3.9	4	104.51918434999351	0.04094727152556223	0.0004126307255772397	0	0	0	0	0	0	0	0
150	11	103.7	4.3	4	174.58770721373511	0.04941914040762099	0.0004711515228006678	0	0	0	0	0	0	0	0
151	11	22	4.2	4	154.49427267752907	0.04160432972939889	0.0005453760450092721	0	0	0	0	0	0	0	0
152	11	118.1	3.9	4	156.67987893205475	0.047404044300167314	0.00047134830221100466	0	0	0	0	0	0	0	0
153	11	21.4	4.4	4	151.80909055816585	0.042842646381102224	0.0004956074169118973	0	0	0	0	0	0	0	0
154	13	142.4	4.4	4	104.19815046275102	0.04530661877185251	0.00045212632965525764	0	0	0	0	0	0	0	0
155	13	146.9	4	4	102.93034496118011	0.04500488061218394	0.00042131985345424724	0	0	0	0	0	0	0	0
156	11	103.7	4.4	4	146.7530380574699	0.04810289965173516	0.0004513243690283639	0	0	0	0	0	0	0	0
157	12	142.4	3.8	4	105.39153254008876	0.04804538107745471	0.000494124678322972	0	0	0	0	0	0	0	0
158	11	106.6	3.7	4	161.34392104573544	0.043479223749192705	0.0004836562843760762	0	0	0	0	0	0	0	0
159	12	30.6	4.4	4	110.1065018589344	0.04947615652007416	0.000544249198271485	0	0	0	0	0	0	0	0
160	2	216.7	70.4	6	120.33625276846585	0.0321039224126968	0.0022515986142049318	210.52	111.4	2094.18	0	0	2312.11	0	2493.5
161	2	196.7	67.7	6	115.79603849762984	0.030060869236020527	0.0021666732416312775	187.5	115.4	2272.64	0	0	2577.26	0	2307.3
162	2	218	79.8	6	113.14209841881936	0.029258619771330832	0.0022754985235378528	191.79	101.8	2152.64	0	0	2255.17	0	2705
