Unit No	"Type (1,11)"	Weight(ton)	Len(ft)	Axles(n)	aRes	bRes	cRes	eInit(Mwh)	teMax (kips)	ptMax (kw)	catMax (kw)	batMax (kw)	auxMax (kw)	rbMax (kw)	dbMax (kw)
26	13	131.7	4.2	4	115.04098525499731	0.04445344432278094	0.0004033013986764291	0	0	0	0	0	0	0	0
27	13	21.3	4.1	4	114.88748261197227	0.04291450452635539	0.000461189348079139	0	0	0	0	0	0	0	0
28	11	24.7	4.2	4	148.9019871336494	0.04149768256212095	0.00047310196893952353	0	0	0	0	0	0	0	0
29	11	117.7	3.7	4	157.83540104742113	0.04789970841618034	0.00048524391432441506	0	0	0	0	0	0	0	0
30	14	157.2	4	4	117.25712718880365	0.04134194364265909	0.0005442125881446288	0	0	0	0	0	0	0	0
31	14	144.5	3.9	4	113.56700364430016	0.04846764522795902	0.0004842062294426571	0	0	0	0	0	0	0	0
32	11	21.8	3.8	4	159.54733894715173	0.045518499381494014	0.0005316411949743962	0	0	0	0	0	0	0	0
33	11	22.5	3.7	4	170.68564958967616	0.04719124114226457	0.0005431051662443313	0	0	0	0	0	0	0	0
34	11	104.3	4.1	4	155.82885788059235	0.04327768280307403	0.0004834976512967859	0	0	0	0	0	0	0	0
35	11	100.2	4	4	149.22519150570366	0.046908105497046985	0.0005484306112512476	0	0	0	0	0	0	0	0
36	11	24.6	3.9	4	170.35250416175165	0.04787072801017668	0.0005415627652623433	0	0	0	0	0	0	0	0
37	11	20.3	4.2	4	163.06694387538724	0.0465002188174967	0.0004647229964627248	0	0	0	0	0	0	0	0
38	11	119.5	3.9	4	167.8781718723132	0.04555519651232782	0.0004796009785170922	0	0	0	0	0	0	0	0
39	11	23.1	4.1	4	175.0948093914821	0.046934706265168255	0.00047384946924536894	0	0	0	0	0	0	0	0
40	11	109.7	3.8	4	157.7686593405794	0.0460355170973401	0.0005310407395636044	0	0	0	0	0	0	0	0
41	11	100.2	3.7	4	174.2032151188488	0.04097065844911019	0.00045193004464918975	0	0	0	0	0	0	0	0
42	11	23.6	3.6	4	163.29463179200525	0.04275816361781928	0.00047780064265730786	0	0	0	0	0	0	0	0
43	12	31.5	3.9	4	97.44819667026594	0.044896101300952604	0.0005243753145253576	0	0	0	0	0	0	0	0
44	12	139.1	3.8	4	105.30436837417574	0.04189892985509209	0.000533140945683933	0	0	0	0	0	0	0	0
45	11	24.7	3.6	4	175.66179078053307	0.04671362217683802	0.0005439972537349218	0	0	0	0	0	0	0	0
46	12	34.4	4.3	4	101.3116642692986	0.046212379848131306	0.0004740441352070206	0	0	0	0	0	0	0	0
47	11	110.3	3.7	4	148.52431338617512	0.04621992356329744	0.0004906039800401639	0	0	0	0	0	0	0	0
48	11	23	3.7	4	171.10430681519767	0.04879461310046937	0.00046806345673675796	0	0	0	0	0	0	0	0
49	13	23.6	3.8	4	103.58950976474847	0.04383527350909211	0.0004259227544740934	0	0	0	0	0	0	0	0
50	11	110.8	4.3	4	160.82052276305888	0.04388971326085776	0.0004988391359101836	0	0	0	0	0	0	0	0
51	11	21	3.6	4	149.0565794776401	0.0474110056251741	0.0005303049345412413	0	0	0	0	0	0	0	0
52	13	149.5	4	4	105.26759465373257	0.04147051936653095	0.00042985093081203055	0	0	0	0	0	0	0	0
53	13	22	4.3	4	114.81109119263047	0.04213655580106823	0.0004573030403201302	0	0	0	0	0	0	0	0
54	11	108	4.4	4	159.48011288196108	0.041441551444636265	0.0005334183702682763	0	0	0	0	0	0	0	0
55	11	21.2	3.8	4	158.14849334111733	0.048106289188594796	0.00047628717725255876	0	0	0	0	0	0	0	0
56	12	33	4	4	111.95524112459583	0.04550101986300189	0.00045004708961924206	0	0	0	0	0	0	0	0
57	13	146.4	4.2	4	110.54067343906048	0.04216814388548514	0.00039907033960416555	0	0	0	0	0	0	0	0
58	4	234.2	71.3	6	114.64343114911581	0.02995447813676532	0.0025232769320142883	0.96	100.6	3276.49	3575.8	982.43	928.31	2434.6	2304
59	4	198.1	80.9	6	125.83999397341701	0.032113053680397574	0.0023037835551002602	0.91	114.4	3344.36	3417.93	990.98	929.8	2472.7	2410.3
60	7	101.5	81.9	4	86.26866502538027	0.04423188923223893	0.0005454655706283955	0.98	47.7	0	0	917.92	0	1071.9	0
61	7	91.4	83.2	4	96.34043222473481	0.046707729485801666	0.0005024331634591422	0.95	50.7	0	0	1057.43	0	1038.3	0
62	7	99.7	80.7	4	88.34121839154467	0.04285422344082062	0.00046224912531729113	0.96	50.6	0	0	1079.76	0	1076.4	0
63	11	24	4.3	4	160.28851545571263	0.04588684086056306	0.0005284466985122037	0	0	0	0	0	0	0	0
64	12	141.8	4.1	4	110.78219852515379	0.04905354944318353	0.0004519665133923109	0	0	0	0	0	0	0	0
65	12	35.9	4.1	4	105.13722828879052	0.043859115191700146	0.0004789642320207667	0	0	0	0	0	0	0	0
66	11	20.9	4	4	173.31660262053757	0.04826129256674142	0.00045331583050825427	0	0	0	0	0	0	0	0
67	11	24.4	4	4	174.62450102749528	0.04566921188201693	0.0004842084477375841	0	0	0	0	0	0	0	0
68	11	21.8	4.4	4	146.60372485837473	0.044877539514907486	0.0004702511152928378	0	0	0	0	0	0	0	0
69	11	116.2	3.6	4	145.41221726757084	0.049139330218239685	0.0005398225562528213	0	0	0	0	0	0	0	0
70	11	120.7	4.2	4	169.4927423690925	0.04189288795111082	0.00046843776737227514	0	0	0	0	0	0	0	0
71	12	33.3	4.1	4	113.3443491772773	0.046938510295024244	0.00046313273280432476	0	0	0	0	0	0	0	0
72	12	35.5	4.3	4	97.99612711980086	0.04302683051259647	0.0005030347496929472	0	0	0	0	0	0	0	0
73	11	24.4	3.7	4	147.55349238181938	0.04057729871487016	0.0005380917139607875	0	0	0	0	0	0	0	0
74	11	20.9	3.8	4	158.50118533630865	0.04486545310974078	0.000473403900973888	0	0	0	0	0	0	0	0
75	11	120.2	4.4	4	155.7168430117979	0.046646887275171384	0.0005396841241886818	0	0	0	0	0	0	0	0
76	12	34.5	4.3	4	98.70273578216911	0.041157791904989825	0.0005490552928383065	0	0	0	0	0	0	0	0
77	12	150.9	4.3	4	98.57545807546248	0.043145613538194426	0.00047581448411154986	0	0	0	0	0	0	0	0
78	11	101.7	3.6	4	151.03033124238448	0.04928219294830257	0.0005066140929331277	0	0	0	0	0	0	0	0
79	11	102.4	4	4	151.01872921295387	0.04115680486208466	0.000492137751568097	0	0	0	0	0	0	0	0
80	11	106.8	3.9	4	148.87106998341233	0.04411673144180559	0.0005165268565530103	0	0	0	0	0	0	0	0
81	11	20.5	4	4	161.5646713605611	0.047798451880181794	0.0005406573167965725	0	0	0	0	0	0	0	0
82	11	111.7	4.1	4	145.16265373688015	0.04356830759534068	0.0004552081076613329	0	0	0	0	0	0	0	0
83	11	23.2	3.7	4	172.9505794844863	0.044006133552922384	0.0004527547554484994	0	0	0	0	0	0	0	0
84	11	113.7	4.4	4	151.46179500592217	0.04366459808357995	0.0005300828108689054	0	0	0	0	0	0	0	0
85	11	21.8	4.2	4	153.89002675921088	0.04359900057411081	0.00046803797692533374	0	0	0	0	0	0	0	0
86	11	113.3	4.1	4	170.2486718056343	0.043812158562229676	0.0004837167935310752	0	0	0	0	0	0	0	0
87	12	149.2	3.7	4	113.6316117226752	0.044434727217954884	0.0005233184627800672	0	0	0	0	0	0	0	0
88	12	148.2	3.7	4	103.0586987903021	0.041826485679711416	0.00046381662235933305	0	0	0	0	0	0	0	0
89	11	111.2	4.3	4	172.2601922828771	0.0490495148321927	0.00046806744914852454	0	0	0	0	0	0	0	0
90	11	23.3	4.1	4	158.37131006289044	0.045624710072588476	0.00048011740157313424	0	0	0	0	0	0	0	0
91	12	34.3	3.7	4	110.65268168599698	0.04343983644036894	0.0005288513467752172	0	0	0	0	0	0	0	0
92	11	99.1	3.8	4	150.50193356007844	0.042892436770245033	0.0005478046662626423	0	0	0	0	0	0	0	0
93	11	21.3	3.7	4	147.45956191056993	0.047335092694022356	0.0004692929322027575	0	0	0	0	0	0	0	0
94	13	22.5	4.1	4	98.8192894020795	0.04106798459745148	0.00042338358432975645	0	0	0	0	0	0	0	0
95	11	23.3	4.2	4	145.11012856184377	0.04932298951359091	0.0005440423055343036	0	0	0	0	0	0	0	0
96	11	117.3	3.8	4	162.6518464843733	0.048927131839234576	0.00045857829433394124	0	0	0	0	0	0	0	0
97	13	132.4	4.2	4	101.37510030879702	0.049443626394157274	0.00042368290111883123	0	0	0	0	0	0	0	0
98	13	20.4	4.2	4	99.6408887443149	0.04061767289127943	0.0004080495978790898	0	0	0	0	0	0	0	0
99	11	24.4	4.1	4	150.56890647078518	0.04695343075689109	0.0004892637283727142	0	0	0	0	0	0	0	0
100	11	116.3	4	4	160.84496335467486	0.04545390884314593	0.0005356275874251044	0	0	0	0	0	0	0	0
101	14	147.1	4.1	4	101.87094962772079	0.0436774204026076	0.0004601476374957097	0	0	0	0	0	0	0	0
102	14	141.9	4.4	4	113.95010116435087	0.0482942651644924	0.0004703789830421609	0	0	0	0	0	0	0	0
103	11	115.1	4.3	4	151.5897977831136	0.04369647832830586	0.0005143923200799443	0	0	0	0	0	0	0	0
104	11	103	4.3	4	154.68819967672448	0.042966994484130945	0.0005273077580794626	0	0	0	0	0	0	0	0
105	11	102.2	3.7	4	145.4014946886485	0.04871017589282999	0.00048138430059840637	0	0	0	0	0	0	0	0
106	11	113.1	4.4	4	149.01619450758022	0.04878360499158659	0.0005342927876924372	0	0	0	0	0	0	0	0
107	11	20.8	4.4	4	171.20156131114607	0.040803167532851105	0.0004605507131664533	0	0	0	0	0	0	0	0
108	11	102	3.9	4	160.30338750893978	0.04312363230791895	0.0005202813683351174	0	0	0	0	0	0	0	0
109	11	22.4	4	4	161.154612523634	0.043675703409005576	0.00048305703412963744	0	0	0	0	0	0	0	0
110	11	111.6	3.9	4	157.5738752681632	0.04583263530511257	0.0004643113738535026	0	0	0	0	0	0	0	0
111	11	101.5	3.6	4	165.98327119707523	0.04894926982981147	0.0004996352525953006	0	0	0	0	0	0	0	0
112	4	205.3	71.3	6	115.56993844822564	0.032127480542276696	0.002256677549487077	1.09	116.6	3159.38	2978.24	1082.56	992.98	2536.3	2608.3
113	4	193.4	74.3	6	126.1701368673835	0.027559793638802923	0.00216246866341855	1.08	98.7	3286.57	3508.35	1032.05	976.21	2387.1	2581.4
114	4	200.1	76.5	6	118.38516687421705	0.027968251525484298	0.0023504857082518073	1.08	115.5	3151.51	3598.85	933.96	1002.26	2657.1	2372.3
115	7	92.3	68.5	4	96.88049467478837	0.04363910020422638	0.0005438644425672396	0.95	47.5	0	0	926.54	0	1010.6	0
116	7	99.8	78.8	4	85.8029932639816	0.04552173421679316	0.0005340609014098487	0.96	47.6	0	0	917.9	0	915.4	0
117	7	94.2	73.1	4	98.48531651762714	0.04732993628548885	0.00046673559122652067	0.96	47.2	0	0	1040.45	0	933	0
118	11	104.9	3.8	4	164.24856010697675	0.04150834820817274	0.0004804249754731159	0	0	0	0	0	0	0	0
119	11	21.6	3.8	4	147.0549549167093	0.04470957685462043	0.0004736843825906749	0	0	0	0	0	0	0	0
120	13	129.3	4.2	4	105.36652203838915	0.04409022852434616	0.0003897272957935423	0	0	0	0	0	0	0	0
121	11	24.4	4	4	167.62240827369408	0.04935319600328424	0.0004540757790882639	0	0	0	0	0	0	0	0
122	11	22.7	3.9	4	160.23609866547315	0.04132702242149262	0.0005317297300827676	0	0	0	0	0	0	0	0
123	13	134.1	4.2	4	113.81611244688057	0.04274194377332001	0.00042057339606673295	0	0	0	0	0	0	0	0
124	13	141	3.9	4	107.63729494223668	0.043389392029218016	0.00041298535610929227	0	0	0	0	0	0	0	0
125	11	23.3	4	4	165.40430281838616	0.047774830464852105	0.0005333225583377493	0	0	0	0	0	0	0	0
126	11	106.6	3.6	4	163.6510348295458	0.04727469032746938	0.00047640975511018197	0	0	0	0	0	0	0	0
127	14	147.8	3.7	4	120.07656908703265	0.040806156479497056	0.0004888919383814995	0	0	0	0	0	0	0	0
128	14	135.8	3.9	4	110.76211662543167	0.0489662550727757	0.0005420677379164461	0	0	0	0	0	0	0	0
129	11	111	4.2	4	169.57332775123376	0.04293913001367558	0.000480733157430164	0	0	0	0	0	0	0	0
130	11	102.2	4.4	4	152.6673899504579	0.04192961054801479	0.0004799174110783545	0	0	0	0	0	0	0	0
131	13	145.9	3.8	4	101.53654733786323	0.04066646155388614	0.00042136185938045393	0	0	0	0	0	0	0	0
132	11	102.3	4	4	153.19524726323374	0.044208719574751414	0.0005467177945146009	0	0	0	0	0	0	0	0
133	11	100.5	3.7	4	148.39853981995168	0.040849081941340355	0.0005426683700289956	0	0	0	0	0	0	0	0
134	13	134.4	4.4	4	101.50003906457675	0.04730281082772775	0.00044815527949840694	0	0	0	0	0	0	0	0
135	13	144.7	4.2	4	108.89215979875749	0.042587342736645994	0.0003878075298850399	0	0	0	0	0	0	0	0
136	11	114.1	3.6	4	161.1631004097718	0.04676506053620628	0.00045847022441953807	0	0	0	0	0	0	0	0
137	11	117	4.3	4	146.81714429889868	0.04418308255424142	0.0004994351246353022	0	0	0	0	0	0	0	0
138	13	141	4.3	4	98.84252875802278	0.0458143914733958	0.000442029216744478	0	0	0	0	0	0	0	0
139	11	119	4.1	4	173.09992938759927	0.045978812312067324	0.0005016383166130988	0	0	0	0	0	0	0	0
140	11	20.7	4.2	4	170.12701124196724	0.04389537920534762	0.00047498573748772533	0	0	0	0	0	0	0	0
141	11	20.6	3.6	4	147.31808318182343	0.04377293776156342	0.00047606559571963965	0	0	0	0	0	0	0	0
142	11	117.6	4.1	4	153.83412805315893	0.04533530332084339	0.0004663189740130329	0	0	0	0	0	0	0	0
143	13	147.9	3.8	4	108.1192539901262	0.04488865429895327	0.0004308303512275286	0	0	0	0	0	0	0	0
144	13	23.1	4.1	4	101.15761465370062	0.04415867212943951	0.00041946968507218513	0	0	0	0	0	0	0	0
145	11	108.3	4.3	4	168.42439608183344	0.042881263039516435	0.00046558048060515127	0	0	0	0	0	0	0	0
146	12	34.5	4.2	4	106.8759885398511	0.04135850302499139	0.0005060564313341677	0	0	0	0	0	0	0	0
147	11	23.8	4.2	4	160.05693662643338	0.0412935521308031	0.0005016673840176142	0	0	0	0	0	0	0	0
148	11	118.2	3.9	4	149.63376883081912	0.046312789771155875	0.0004857924913418629	0	0	0	0	0	0	0	0
149	13	139.4	4	4	114.44997198122053	0.048601199264755396	0.0004551445575562779	0	0	0	0	0	0	0	0
150	11	107.6	4.1	4	173.72334021688917	0.042808652085020625	0.00046538955006655857	0	0	0	0	0	0	0	0
151	11	104.8	3.8	4	175.19988721482105	0.04906251035844344	0.0005135624813240832	0	0	0	0	0	0	0	0
152	11	103.3	3.7	4	164.96684701060502	0.04914450656297351	0.0005180385183226624	0	0	0	0	0	0	0	0
153	11	24.1	3.8	4	168.46953240703897	0.04845105083190461	0.0005103607925697705	0	0	0	0	0	0	0	0
154	13	20.2	4.1	4	98.07030436935901	0.04592111368091538	0.00045251874317769214	0	0	0	0	0	0	0	0
155	13	129.2	3.9	4	104.96499575849994	0.04566500370964105	0.0003923933986117362	0	0	0	0	0	0	0	0
156	11	21.4	4.2	4	162.82659620672808	0.04817746972397996	0.0005273763296964954	0	0	0	0	0	0	0	0
157	12	35.3	3.9	4	105.77934361278336	0.04882672534582401	0.00047256122466573505	0	0	0	0	0	0	0	0
158	11	21.1	3.7	4	174.60489824915032	0.04161022580182601	0.0005111056706722805	0	0	0	0	0	0	0	0
159	11	105.5	4.1	4	172.72773985429706	0.043592378371758125	0.0005059626253758094	0	0	0	0	0	0	0	0
160	13	150.5	3.7	4	99.90933542921603	0.04587528475229825	0.00043693521000847616	0	0	0	0	0	0	0	0
161	11	118.9	3.9	4	158.14208548216752	0.043141626465970584	0.0004835742683122094	0	0	0	0	0	0	0	0
162	11	118.4	3.6	4	173.82722394144042	0.04733584095977342	0.0005260631668586149	0	0	0	0	0	0	0	0
163	11	118.1	4.3	4	162.7025557700844	0.04634969214900948	0.0005169083505325738	0	0	0	0	0	0	0	0
164	11	21.5	3.7	4	144.2180347589216	0.041408450160505095	0.0005407322057746853	0	0	0	0	0	0	0	0
165	13	154.4	4.3	4	104.90845690385872	0.042603281279946115	0.00041743067103261765	0	0	0	0	0	0	0	0
166	13	151.5	3.8	4	96.0018540048097	0.04249039875837746	0.0003847261231669486	0	0	0	0	0	0	0	0
167	11	24.6	3.7	4	161.05628260567784	0.04478837808176734	0.0004757899786518412	0	0	0	0	0	0	0	0
168	12	144.9	4.3	4	109.4966170208651	0.041518574694789805	0.0005051779417013276	0	0	0	0	0	0	0	0
169	11	115.9	4	4	169.6321014363886	0.04685347440500939	0.0005172305928885013	0	0	0	0	0	0	0	0
170	12	137.7	3.7	4	111.40418806536792	0.04821782010748975	0.0005355941827753478	0	0	0	0	0	0	0	0
171	4	234.2	69.3	6	118.92229327466315	0.031379220617689114	0.0023571643413736474	1	102.9	3607.62	3085.54	1091.7	1009.56	2373.2	2340.2
172	4	235	79.1	6	123.59388040092364	0.03014459507917266	0.0025488167394745994	1.05	108.3	3261.43	3575.66	1033.1	1033.06	2619.7	2567
173	4	219.8	69.3	6	111.1167384172686	0.03182424151174775	0.0022734222514255533	1.1	115	3618.74	3092.95	1097.52	973.73	2348.6	2272
174	7	94.5	80.9	4	92.96805579192518	0.04759256910502031	0.0004670329966132403	1.01	52.3	0	0	913.44	0	985.9	0
175	7	109.4	70.7	4	87.19976177541598	0.04839485450615387	0.0005141737833933272	0.99	52.1	0	0	1029.55	0	1083.5	0
176	7	94.5	70.7	4	84.85809501086773	0.04927510926486668	0.0005007251853111171	1.05	45	0	0	999.06	0	1067.9	0
177	7	90.8	73.7	4	87.6178385084675	0.04385332645409518	0.0005283161496261717	1.05	45.1	0	0	1044.23	0	1006.3	0
