Unit No	"Type (1,11)"	Weight(ton)	Len(ft)	Axles(n)	aRes	bRes	cRes	eInit(Mwh)	teMax (kips)	ptMax (kw)	catMax (kw)	batMax (kw)	auxMax (kw)	rbMax (kw)	dbMax (kw)
20	11	23.7	4.2	4	157.5202768906426	0.04824653278160521	0.0005365169647886547	0	0	0	0	0	0	0	0
21	11	24.3	3.9	4	162.82137188030848	0.047020513690863706	0.0004929463023234501	0	0	0	0	0	0	0	0
22	11	109.3	3.7	4	151.8229343725488	0.04300347264361968	0.0005400410276373394	0	0	0	0	0	0	0	0
23	13	140	3.8	4	110.13025070882456	0.04933895318673409	0.0003862631512244414	0	0	0	0	0	0	0	0
24	11	110	4.4	4	164.98523765152987	0.04696732855428002	0.0005476726264034957	0	0	0	0	0	0	0	0
25	11	20.4	3.9	4	157.95658686410195	0.04070992508752065	0.00045506486336982933	0	0	0	0	0	0	0	0
26	13	136.3	3.7	4	98.2237087354793	0.04125633087601356	0.00039359408406638025	0	0	0	0	0	0	0	0
27	13	133.8	4.2	4	106.07494777108722	0.04786613216541523	0.0004195963219971434	0	0	0	0	0	0	0	0
28	11	20.4	3.6	4	155.71879601097845	0.04158229180003931	0.00048479710918181894	0	0	0	0	0	0	0	0
29	11	107.1	4.2	4	150.51260949723937	0.044571175171926054	0.0005340866188021194	0	0	0	0	0	0	0	0
30	14	44.4	3.9	4	117.29514224672612	0.04415511765938042	0.00045741247535982765	0	0	0	0	0	0	0	0
31	14	137	4.4	4	101.63482756382824	0.04718604170334275	0.0004537431438765863	0	0	0	0	0	0	0	0
32	11	111.7	3.8	4	170.4505923711967	0.04625406104115237	0.0004830209534340818	0	0	0	0	0	0	0	0
33	11	106.8	3.6	4	157.39048309505137	0.04493409221234319	0.00045489687377609764	0	0	0	0	0	0	0	0
34	11	115.4	4.1	4	166.87600291988758	0.04563128409943963	0.00048087362758377194	0	0	0	0	0	0	0	0
35	11	99.7	4.2	4	165.5425063361774	0.04236523276792338	0.0005310727882645042	0	0	0	0	0	0	0	0
36	11	23.6	4.1	4	173.86215001606126	0.04739563417423303	0.0004937738817876265	0	0	0	0	0	0	0	0
37	11	21.9	3.6	4	173.64893461249034	0.04306138121698033	0.0004747919290641877	0	0	0	0	0	0	0	0
38	11	113	4	4	146.9895475754462	0.04532422614721977	0.0004983305843680749	0	0	0	0	0	0	0	0
39	11	111	4.3	4	166.83961329836762	0.047609245032511606	0.0005039559133950165	0	0	0	0	0	0	0	0
40	11	101.6	4.3	4	151.4685040159349	0.045055125108870935	0.0004934130027630876	0	0	0	0	0	0	0	0
41	11	22.7	4.1	4	151.1030955301379	0.0474684330481612	0.0004972032482880736	0	0	0	0	0	0	0	0
42	11	101.7	3.8	4	157.5142396512708	0.044317028657629584	0.0005374375471553429	0	0	0	0	0	0	0	0
43	12	151.5	4.1	4	98.35009285059908	0.04141863752808034	0.0005120697506345742	0	0	0	0	0	0	0	0
44	12	152.4	3.8	4	113.2779351909353	0.04431442198680672	0.00045281296279212985	0	0	0	0	0	0	0	0
45	11	118.4	3.9	4	164.21997196262276	0.048468008449096406	0.000548645554231428	0	0	0	0	0	0	0	0
46	12	33.6	3.7	4	111.26845801748719	0.049294867595850084	0.0004761123898422568	0	0	0	0	0	0	0	0
47	11	114.2	3.7	4	173.3046393921457	0.04582799494648735	0.0005144724722816069	0	0	0	0	0	0	0	0
48	11	23.3	3.9	4	165.62117944129315	0.048264957839723344	0.00047112765285407365	0	0	0	0	0	0	0	0
49	13	20.1	4.2	4	108.12015766455681	0.047698676200772464	0.0004562414474135103	0	0	0	0	0	0	0	0
50	11	23.2	4.3	4	147.8598948777641	0.04151541344315337	0.00045293785602222846	0	0	0	0	0	0	0	0
51	11	117.9	4.3	4	164.62993308640625	0.0435399363584101	0.0004693407339875968	0	0	0	0	0	0	0	0
52	13	23	4.3	4	109.173919595368	0.04124138554951555	0.00038959002507924027	0	0	0	0	0	0	0	0
53	1	215.6	79.6	6	120.70999711179019	0.03135604591331498	0.002207051761984953	199.49	102.1	2229.63	0	0	2651.68	0	2253.5
54	1	219.7	72.4	6	116.41604507588954	0.02911437825572072	0.0022607003332989453	220.09	103.4	2238.62	0	0	2400.02	0	2564.4
55	11	103.4	4.1	4	154.88020013739472	0.04456705005643277	0.0005266801686240443	0	0	0	0	0	0	0	0
56	12	139.7	4	4	100.22515959101374	0.048238699487507176	0.00045100230037353154	0	0	0	0	0	0	0	0
57	12	132.5	3.7	4	104.61837814891412	0.045806776366398905	0.0005112870354654306	0	0	0	0	0	0	0	0
58	11	110.4	3.7	4	154.60114297089132	0.049098636961403826	0.00048528484984254903	0	0	0	0	0	0	0	0
59	11	23.1	3.7	4	168.56047346074277	0.048028879865144064	0.00048406372364007724	0	0	0	0	0	0	0	0
60	11	116.6	3.9	4	169.37303042728982	0.042338981848233107	0.0004935106745737427	0	0	0	0	0	0	0	0
61	11	108.6	4.3	4	157.80368176624643	0.04305613091496609	0.0005044969193561483	0	0	0	0	0	0	0	0
62	11	116.1	4	4	171.15373279570866	0.04632683192890807	0.0004616916845200205	0	0	0	0	0	0	0	0
63	12	33.9	4.2	4	113.3555168621385	0.04068867839408548	0.000542811517344621	0	0	0	0	0	0	0	0
64	12	32.8	3.7	4	108.51483109304493	0.041389838743761495	0.0005456085770442653	0	0	0	0	0	0	0	0
65	11	117.3	4.1	4	161.39547231043494	0.048052399060036055	0.0004701553344141555	0	0	0	0	0	0	0	0
66	11	23.3	4.2	4	144.7348421478123	0.043215475937992465	0.0004913108497396323	0	0	0	0	0	0	0	0
67	11	21.9	4.3	4	148.6524790759779	0.04188102524309347	0.00048710629962119803	0	0	0	0	0	0	0	0
68	12	33.2	4.4	4	112.31533546278992	0.04212248884033342	0.000514793543724566	0	0	0	0	0	0	0	0
69	12	33.2	4	4	105.39252182180701	0.04860014396485026	0.0005382143435950907	0	0	0	0	0	0	0	0
70	11	23.2	3.8	4	160.1510001900491	0.04541668937042194	0.0004962157056052136	0	0	0	0	0	0	0	0
71	11	106.6	3.6	4	166.26533804363453	0.0420603148268626	0.00048306420403969514	0	0	0	0	0	0	0	0
72	11	112.3	4.4	4	154.1541727163551	0.04552742990908788	0.0004739145872360891	0	0	0	0	0	0	0	0
73	11	110.3	4.2	4	150.68994246836706	0.04240433236511158	0.00046722809179292887	0	0	0	0	0	0	0	0
74	11	111.7	4.3	4	152.69542608887485	0.04267148013878355	0.00046499379282477667	0	0	0	0	0	0	0	0
75	11	118.7	4.2	4	171.30053594020598	0.04333543762468628	0.0005248021705197721	0	0	0	0	0	0	0	0
76	11	103.1	3.9	4	148.1553454871436	0.044496704085585786	0.0005216989824686779	0	0	0	0	0	0	0	0
77	11	21.7	4	4	172.75316238553077	0.042748478360049476	0.000504917126001326	0	0	0	0	0	0	0	0
78	11	21.2	3.9	4	174.18839522509126	0.042000483246433885	0.0005102478975551645	0	0	0	0	0	0	0	0
79	12	137.6	4	4	105.41828605287776	0.04920466123964046	0.0005278822308082681	0	0	0	0	0	0	0	0
80	12	141.4	3.7	4	113.46247290927985	0.04376087060919124	0.0005159480356053559	0	0	0	0	0	0	0	0
81	11	116.3	3.8	4	165.70892575188537	0.044968739923482826	0.0005048796681658309	0	0	0	0	0	0	0	0
82	11	23.7	3.9	4	158.63187518992177	0.04068949073949067	0.000470999236604922	0	0	0	0	0	0	0	0
83	12	147.6	4.1	4	114.333172310755	0.0431751815568102	0.0004691657534123183	0	0	0	0	0	0	0	0
84	11	22.1	3.8	4	163.49072243326526	0.048749336121886186	0.00048337433570349436	0	0	0	0	0	0	0	0
85	11	101.8	4.3	4	170.96176832288796	0.04152089057205906	0.0005134279527154522	0	0	0	0	0	0	0	0
86	13	149.3	4.3	4	102.75517345665071	0.047642355069771096	0.00045147202471697257	0	0	0	0	0	0	0	0
87	11	20.7	4.3	4	164.95419065704016	0.04616025623944372	0.0005356793247322343	0	0	0	0	0	0	0	0
88	11	119.2	4.4	4	144.9353423239503	0.04275394701040633	0.0005466222598187165	0	0	0	0	0	0	0	0
89	13	148.7	4.1	4	112.08510329930662	0.045085303333984646	0.00042489388147869676	0	0	0	0	0	0	0	0
90	13	22.2	3.7	4	95.517048669898	0.04095593661755468	0.00045145558469829897	0	0	0	0	0	0	0	0
91	11	102.5	3.7	4	163.50582740933532	0.04949227577845555	0.0005075533630510764	0	0	0	0	0	0	0	0
92	11	21.9	4.2	4	167.5366534877442	0.04544138246197195	0.0004833914042865321	0	0	0	0	0	0	0	0
93	14	129.3	3.9	4	107.41410859393746	0.04877369277913067	0.00048061356379933357	0	0	0	0	0	0	0	0
94	14	151.6	4.1	4	113.44001598430933	0.04516467633951896	0.0004773956727439418	0	0	0	0	0	0	0	0
95	11	107.4	4.3	4	157.40296050128984	0.04431030460115742	0.00048166983234204056	0	0	0	0	0	0	0	0
96	11	24.3	4	4	148.64781919011585	0.043032411650144334	0.000537369706383019	0	0	0	0	0	0	0	0
97	11	115.3	3.8	4	175.31123768331358	0.04663456022470004	0.0005380309408831938	0	0	0	0	0	0	0	0
98	11	21.4	4.4	4	155.8898680746794	0.04565304236164811	0.0004507165359745368	0	0	0	0	0	0	0	0
99	11	21.4	3.6	4	161.49573687882003	0.04398044963905777	0.0005173258823695021	0	0	0	0	0	0	0	0
100	11	101.8	3.7	4	174.74996920620893	0.04767731478686264	0.0005227532338463147	0	0	0	0	0	0	0	0
101	11	22.1	4.1	4	157.77591480738582	0.0406021960988279	0.0005087768220303822	0	0	0	0	0	0	0	0
102	11	117.1	4.2	4	170.9706522079986	0.0457373410734892	0.000500902044004392	0	0	0	0	0	0	0	0
103	11	101.4	3.6	4	163.3423801486723	0.04245164684945868	0.0005130157388079928	0	0	0	0	0	0	0	0
104	1	204.1	67.6	6	119.94192049240048	0.028369588381369607	0.0024745720295296487	208.84	96.4	2651.2	0	0	2277.1	0	2398.8
105	1	195.1	74.4	6	126.2476989430545	0.03207153839573817	0.0023722743596414305	185.47	112.8	2239.74	0	0	2432.07	0	2293.1
106	1	210.5	71.3	6	126.43704915336667	0.03069941161321336	0.0022326001617078493	184.93	109.7	2194.85	0	0	2207.72	0	2426.1
107	11	100.7	4.2	4	162.40405886228945	0.043321265043073806	0.00048617678872926983	0	0	0	0	0	0	0	0
108	11	108.3	3.8	4	148.98694065034474	0.045816269886305265	0.0005258131076358522	0	0	0	0	0	0	0	0
109	13	142.6	3.8	4	112.85710739975754	0.048349663296734444	0.0004190549904737656	0	0	0	0	0	0	0	0
110	11	116.2	4.3	4	154.5936244052745	0.046314956717765615	0.00047551004020701725	0	0	0	0	0	0	0	0
111	11	110.2	4.3	4	168.098973118091	0.047562282215036535	0.0005049169022154524	0	0	0	0	0	0	0	0
112	13	156.5	4.2	4	110.58473803835152	0.04497195030349518	0.00045541130819170216	0	0	0	0	0	0	0	0
113	13	22.8	4	4	111.33493808546872	0.044219673045941654	0.00044159632993500016	0	0	0	0	0	0	0	0
114	11	109	4.1	4	167.5555970239693	0.048580982466629424	0.0005025002571587294	0	0	0	0	0	0	0	0
115	11	120.3	4	4	168.01194197204464	0.04754898564045198	0.0005148470858252467	0	0	0	0	0	0	0	0
116	14	36.8	4.1	4	102.6631097458004	0.04155216098267091	0.0004971552386445679	0	0	0	0	0	0	0	0
117	14	130.4	4.1	4	110.54163686461862	0.04362343211995575	0.0004974443552483625	0	0	0	0	0	0	0	0
118	11	21.7	3.7	4	154.45619972708815	0.046268651256558574	0.0005179272125037801	0	0	0	0	0	0	0	0
119	11	113.6	3.7	4	152.24780926812792	0.04340380605314553	0.0004894842357961529	0	0	0	0	0	0	0	0
120	13	129.1	4	4	108.04938651935042	0.046526663508368434	0.00040795235820049265	0	0	0	0	0	0	0	0
121	11	100	4.1	4	173.36182347868095	0.04580532570231791	0.0005368116585850165	0	0	0	0	0	0	0	0
122	11	120.5	4.2	4	174.63592378779924	0.04853169133152352	0.0005026377377590387	0	0	0	0	0	0	0	0
123	13	21.8	4.1	4	106.28515835394114	0.040924412471838104	0.0003945673717812924	0	0	0	0	0	0	0	0
124	13	23	3.9	4	113.22799422720655	0.04551855274000354	0.0004353345939724674	0	0	0	0	0	0	0	0
125	11	108.1	4.3	4	171.04451793648775	0.041007135420955056	0.0005258852445392798	0	0	0	0	0	0	0	0
126	11	24.6	4.3	4	170.45077383400795	0.04630785497751768	0.00046406304793401854	0	0	0	0	0	0	0	0
127	13	130.5	4	4	109.48490452773117	0.04399559498408418	0.00045326250986404667	0	0	0	0	0	0	0	0
128	11	22.5	3.7	4	166.1934411700963	0.041253112408632275	0.00046683963251826696	0	0	0	0	0	0	0	0
129	11	23	4.3	4	169.13151808871766	0.04887298397056765	0.0005053756163641974	0	0	0	0	0	0	0	0
130	11	104	3.9	4	168.36107566042273	0.04820839215542377	0.0004828527758604001	0	0	0	0	0	0	0	0
131	11	22.8	3.6	4	171.26320108107444	0.04297326816338429	0.0005357011834943071	0	0	0	0	0	0	0	0
132	13	150.2	4.3	4	100.30954862617098	0.04183230381065585	0.00046157541019736667	0	0	0	0	0	0	0	0
133	13	136.7	4.4	4	114.35346118590128	0.043305337108772254	0.0004085961755211351	0	0	0	0	0	0	0	0
134	11	103.9	4	4	146.8089672285092	0.04128041449332061	0.0005308059751906873	0	0	0	0	0	0	0	0
135	12	154.9	4.3	4	114.42795413526039	0.042263649118142524	0.0005069994833715965	0	0	0	0	0	0	0	0
136	11	22.6	4.3	4	167.24249567610653	0.04374203838918427	0.0005441353532773281	0	0	0	0	0	0	0	0
137	11	24.6	4.4	4	150.83818920473288	0.04776735875575428	0.0004782347808962695	0	0	0	0	0	0	0	0
138	13	153.6	3.8	4	107.04558016076246	0.043685199879024465	0.00040711057422598823	0	0	0	0	0	0	0	0
139	11	106.6	4.3	4	163.70659118990278	0.0476579635674325	0.0005056856741175272	0	0	0	0	0	0	0	0
140	11	22.2	4.3	4	149.75042271277104	0.04164049709978963	0.0004627869183644645	0	0	0	0	0	0	0	0
141	11	23.1	4.4	4	153.55242214652944	0.04907154967835051	0.0005018349002348501	0	0	0	0	0	0	0	0
142	11	22.2	3.7	4	153.26815542496718	0.04336238217000137	0.0005072794586437252	0	0	0	0	0	0	0	0
143	13	22.2	3.8	4	95.97504365536021	0.046837457364851356	0.0004233857877293838	0	0	0	0	0	0	0	0
144	13	144.1	4.1	4	98.68873752420825	0.04192981824022309	0.0004108297617685429	0	0	0	0	0	0	0	0
145	11	118.4	3.8	4	168.58438308304125	0.04063318408370155	0.000538763816546006	0	0	0	0	0	0	0	0
146	12	142.3	4.3	4	96.27104039939725	0.04855920835917904	0.00048145666282797567	0	0	0	0	0	0	0	0
147	11	107.5	3.8	4	144.54205765611044	0.04808249688891123	0.0005490626566469065	0	0	0	0	0	0	0	0
148	11	100.5	3.8	4	154.8174431634969	0.047067427519926174	0.00047376407640498325	0	0	0	0	0	0	0	0
149	13	151.6	4.2	4	115.1033827469231	0.043548654255649306	0.0004098465269032688	0	0	0	0	0	0	0	0
150	11	24.1	4.2	4	164.78334331522802	0.049002529102896375	0.0004967091190063822	0	0	0	0	0	0	0	0
151	11	112.3	3.9	4	158.98409937214154	0.04799980055399739	0.0004896607322897082	0	0	0	0	0	0	0	0
152	11	102.5	3.8	4	163.27685021793843	0.0491451243650004	0.0005297932757176414	0	0	0	0	0	0	0	0
153	11	22.2	4.4	4	149.75447937123897	0.044842027835729624	0.0005231542478995961	0	0	0	0	0	0	0	0
154	13	23.9	4.3	4	104.12421919613307	0.04807385927447192	0.0004138284942658122	0	0	0	0	0	0	0	0
155	13	156.1	4.3	4	108.10714688572263	0.04263695214058424	0.0003788441224359641	0	0	0	0	0	0	0	0
156	11	22.6	4.1	4	170.81252163833165	0.04409435441800649	0.0005460118657631386	0	0	0	0	0	0	0	0
157	12	132.7	3.8	4	109.93593822041397	0.04432160750087815	0.0005261232872679493	0	0	0	0	0	0	0	0
158	11	118.7	3.8	4	159.86169230027355	0.04226267351393102	0.00047946592036182824	0	0	0	0	0	0	0	0
159	12	33.3	4.2	4	98.97134636010334	0.04280504913336473	0.00048796854148753767	0	0	0	0	0	0	0	0
160	1	206.1	74	6	124.4866346702818	0.03034621576149145	0.0022782676456518636	189.22	101.3	2221.78	0	0	2471.49	0	2552.2
161	1	230.6	79.7	6	131.0638953373196	0.02793980908029513	0.0026178467756321918	196.05	117.2	2388.44	0	0	2402	0	2642.6
162	1	201.1	79.3	6	108.44184702712244	0.029934624406377584	0.0022104298387733636	214.09	102	2547.4	0	0	2235.81	0	2314.3
