Unit No	"Type (1,11)"	Weight(ton)	Len(ft)	Axles(n)	aRes	bRes	cRes	eInit(Mwh)	teMax (kips)	ptMax (kw)	catMax (kw)	batMax (kw)	auxMax (kw)	rbMax (kw)	dbMax (kw)
49	13	133.5	4.3	4	100.05594556244344	0.04447894652532892	0.00043109707112613815	0	0	0	0	0	0	0	0
50	11	22.6	4	4	175.85147221311743	0.041345217279207994	0.0005256585509344465	0	0	0	0	0	0	0	0
51	11	100.8	4.1	4	161.79113152115042	0.043155413119433265	0.0004627292818416687	0	0	0	0	0	0	0	0
52	13	154.4	3.7	4	104.04491813212991	0.04467258914285403	0.0004198688542191728	0	0	0	0	0	0	0	0
53	13	131.3	4	4	99.56435269824479	0.04346867047159779	0.00045017744119174856	0	0	0	0	0	0	0	0
54	11	103.7	4.2	4	164.3494644804503	0.04254561115477945	0.000470024455896581	0	0	0	0	0	0	0	0
55	11	117.4	4.2	4	147.800396766162	0.04605326278518094	0.00045223258397320655	0	0	0	0	0	0	0	0
56	5	220.8	75.6	6	126.04757716618838	0.02968388805396693	0.002164989753742147	1.09	99.5	3382.51	3379.58	1049.27	999.84	922.5	2576.5
57	5	233.6	70.3	6	114.76035385931613	0.03155970496231202	0.0025571397336601747	0.95	98.8	3179.61	3591.65	1068.41	981.35	970.4	2461.2
58	8	109.3	81.6	4	88.58963578505725	0.04091665880496154	0.0004783493825251348	0.97	47.4	0	0	907.94	0	1051.6	0
59	8	97.3	77.3	4	86.75954179250539	0.041659619651053394	0.0005115134313851478	1.01	49.7	0	0	1004.65	0	1034.5	0
